,origin,tweet_text,label
2405,ARC,🔴 هل تفيد المضادات الحيوية أو العلاجات العشبية في مكافحة فيروس كورونا ؟ 🔵 لا ، لا تفيد المضادات أو الخلطات العلاجية العشبية في مكافحة فيروس كورونا . ( 9 - 9 ),True
485,MFH,الفرق الوحيد بينك وبين الي معو كورونا ، انو هو عمل فحص PCR وانت لأ .,False
2512,MFH,هالأيام الفرق بينك وبين اللي معه كورونا ، انه هو عمل فحص وإنت لا,False
4706,MFH,👈 وزارة الصحة : 179 حالة جديدة مؤكدة لفيروس كورونا في الجزائر . 👈 تسجيل 4 حالات وفاة بفيروس كورونا . 👈 العدد الإجمالي للوفيات 463 . 👈 تسجيل 64 حالة شفاء جديدة من فيروس كورونا . 👈 العدد الإجمالي للحالات التي تماثلت للشفاء 1936 . ربي يشفي المرضى و يرحم موتانا يا رب 🙏 🏻 [رابط],True
3378,4IF,شركة J J ستبدأ المرحلة الثالثة من تجربة لقاح فيروس # كورونا المحتمل في سبتمبر [رابط],True
3303,ARC,وسائل إعلام إسرائيلية : ولي عهد أبو ظبي محمد بن زايد أصيب بفيروس # كورونا وأكدت الباحثة الأميركية المختصة في الشأن الخليجي كارين آن كاري ان عاملة فليبينية في قصر العائلة نقلت العدوى لابن زايد وقد نقل إلى مستشفى كليفلاند في أبو ظبي ثم نقل إلى حجر داخلي في قصره # هو _ الله,False
4617,ARC,# الصين قام الرئيس الصيني بزيارة المسلمين اليوم والتقى بهم في المساجد وطلب منهم الدعاء لله والتضرع لله بأن يزيل هذه الغمه عن الصين # فيروس _ كورونا,False
106,ARC,صور مسربة في مدينة ووهان في الصين تظهر حجم الناس التي تنهار في الشوارع بسبب فيروس كورونا نرفع قلوبن وصلونا يارب ارحم 🤲,False
4219,4IF,الأخصائي في الغدد الصماء والسكري بمركز الأبحاث السريرية د . أنس مهيدات : اللقاح الروسي يدخل مرحلته الثالثة والعالم في شغف للحصول على علاج ينقذه من خطر # كورونا [رابط],True
1210,ARC,# كورونا _ الجديد ودي أتأكد من المقطع هذا هل هو صحيح أن الصين بدأت تقتل المرضى المصابين بكورونا ( لاحول ولاقوة إلابالله ) معقوله وصلوا لدرجة هذه ! !,False
2254,4IF,"# مع _ الحكيم فاوتشي : التعجيل باستخدام لقاح قد يؤثر على باقي التجارب حذر كبير خبراء الأمراض المعدية في الولايات المتحدة الدكتور "" أنتوني فاوتشي "" من مغبة التعجيل بالاستخدام الطارئ للقاح ضد كورونا قبل ثبوت أنه آمن وفعال . . # كوفيد 19 # covid19 # corona # كورونا _ المستجد [رابط]",True
2882,MFH,جيت مأخر ذنبك أكبر من كلمة أنا غلطان # فيروس _ كورونا # كورونا _ لبنان # لا _ ثقة # انتخابات _ نيابية _ مبكرة # لا _ داعي _ للهلع # سنموت _ بعد _ قليل,False
4082,ARC,"يأتي ذلك بعدما قامت القناة محلية بنشر تقارير لها عبر حسابها الرسمي على "" تويتر "" بعنوان : "" فيروس كورونا يضرب إنتر أليكسيس سانشيز "" ، مستخدمة صورة المهاجم التشيلي ، ولكن بالداخل لم يتطرق الخبر إطلاقا لإصابة سانشيز بالفيروس المنتشر في عدة دول مختلفة حول العالم",True
4161,ARC,لقو لقاح # الكورونا طلع سهل واصعب شي فيه اسمه # الشلولو 👏 👏 الشرح بالفيديو 🏃 🏽,False
1558,MFH,💣 على المباشر 👇 مباشرة من # البيت _ الأبيض لم ينتبهوا للكاميرا مقطع مسرب لفريق عمل ترامب يتكلمون عن # كورونا _ فيروس بأنه خدعة وبأن اللقاح موجود وأنهم ملقحون ضده فلا داعي للبس الكمامات عندما لا يكون البثويخبر أحدهم أن الوفيات مزورة وأن الفيروس ضعيف جدا [رابط],False
810,ARC,# كورونا # عاجل الاعلامي الصهيوني اصابة محمد بن زايد بفيرس كورونا,False
642,ARC,# كورونا _ الجديد بالأمس يقتل المسلمين ويمنع النقاب ويسجنهم ويعذبهم واليوم يأتيهم ذليل ومهان ويزورهم بالمساجد ويطلب منهم التضرع والدعاء الى الله ان يرفع البلاء عن العباد والبلاد في الصين ويصلي معهم وكأن الله أراد أمرا وقال له كن فيكون ليتذكر الجميع لاملجأ ولامنجى من الله إلا إليه,False
3726,ARC,هل المضادات الحيوية فعالة في الوقاية من فيروس كورونا المستجد وعلاجه ؟ لا ، لا تقضي المضادات الحيوية على الفيروسات ، بل تقضي على الجراثيم فقط . يعد فيروس كورونا المستجد - 2019 من الفيروسات ، لذلك يجب عدم استخدام المضادات الحيوية في الوقاية منه أو علاجه . # وعينا _ عن _ كورونا [مستخدم],True
3874,ARC,- جاء فيروس كورونا بسبب حساء الخفافيش : غير صحيح ، بدأ الفيروس في مدينة ووهان الصينية في سوق مزدحم مليء بالحيوانات المختلفة ولا يعلم من أين جاء الفيروس أساسا,True
1322,MFH,الفرق بين مصاب كورونا وانت انه هو عمل فحص وانت لا 😂 🤦,False
322,ARC,- احتمالية إلغاء الدوري الإنجليزي هذا الموسم بسبب فيروس كورونا - احتمالية خروج ليفربول من إياب دور ال 16 من الأبطال أمام اتلتيكو مدريد - خروج من الرابطة وكأس الاتحاد,False
373,ARC,إعلان اسلام مصارع نمساوي بسبب كورونا اضغط على الرابط للوصول الفوري 👆 👆 # كورونا # فيروس _ كورونا # كوفيد _ 19,True
497,ARC,[مستخدم] [مستخدم] لا صحة للخبر بعنوان « الرئيس الصيني يزور المساجد ويرجوا من المسلمين أن يدعوا الله لرفع بلاء كورونا عن البلاد » والفيديو الحقيقي لزيارة الرئيس الصيني إلى مسجد شينتشنغ في مدينة ينتشوان قبل 4 سنوات وتحديدا في عام 2016,True
3929,MFH,مقتدى الصدر : لن نرتضي أي علاج ل كورونا يصدر عن ترامب وشركاته 🤔 . ومن اموت شكله لله مقتدى كلي لا تاخذ علاج امريكا صنعته,True
2309,MFH,# وزارة _ الصحة _ السعودية : الكمامة لا تحتاجها في كل وقت . . هل تعرف متى يجب عليك لبسها ؟ # الوقاية _ من _ كورونا [رابط],True
4281,4IF,عاجل | بينها « # السعودية » . . 5 دول ستنتج لقاح # كورونا الروسي [رابط] [رابط],True
2648,ARC,من عظمة الدين الإسلامي أنه أجبر المسلمين علي الوضوء خمس مرات باليوم ، ومنها غسل اليدين و الأستنشاق و غسل الوجه . # قمة _ الوقاية # الكويت _ كورونا,False
1170,ARC,🔴 أنباء عن إصابة # الملكة _ الزابيث ملكه # بريطانيا بفيروس # كورونا,False
1647,MFH,# روسيا _ بوتين عندي وصفه طبيعيه ناجحه 100 - 100 تقضي على الكورونا بالمهد ، انا جاهز ان اسلمها لكبار علماء الطب لكي يفحصوها تلفون للاستفسار 972522878900 انا جاهز ان اعقد صفقه مع العالم كله لاخراجهم من الفيروس بالوصفه الطبيعيه ، مجربه على البشر وعلى الحيوان .,False
731,ARC,[مستخدم] أينانيوز - متابعة - كشفت مصادر محلية في دولة الإمارات ، الاربعاء ، عن إصابة ولي عهد أبوظبي محمد بن زايد ، بفيروس كورونا المستجد . ونقلت وسائل اعلام خليجية ، عن تلك المصادر ، قولها ، إن اجتماعات عقدت على أعلى المستوى لبحث محاولة السيطرة على تفشي الفيروس في الإمارات بعد تفاقم أعداد المصابين,False
